Entity,Code,Year,Gas Consumption - TWh,Coal Consumption - TWh,Oil Consumption - TWh
Eastern Africa (BP),,1982,0.0105,24.409918,100.805565
Eastern Africa (BP),,1983,0.0105,27.031952,106.132034
Eastern Africa (BP),,1984,0.004,25.465956,104.87863
Eastern Africa (BP),,1985,0.00375,27.175692,110.82313
Eastern Africa (BP),,1986,0.0025,31.516434,114.64076
Eastern Africa (BP),,1987,0.001,37.38235,115.006096
Eastern Africa (BP),,1988,0.00175,37.635193,126.43574
Eastern Africa (BP),,1989,0.00125,37.01012,130.03265
Eastern Africa (BP),,1990,0.0015,52.23298,131.73499
Eastern Africa (BP),,1991,0.00125,42.960022,130.75104
Eastern Africa (BP),,1992,0.003,43.895397,130.89528
Eastern Africa (BP),,1993,0.00325,52.995552,134.16205
Eastern Africa (BP),,1994,0.00325,47.6296,142.54854
Eastern Africa (BP),,1995,0.005,46.15705,148.82176
Eastern Africa (BP),,1996,0.005,42.75656,149.3824
Eastern Africa (BP),,1997,0.00575,47.485214,154.97601
Eastern Africa (BP),,1998,0.013583333,44.971336,156.2725
Eastern Africa (BP),,1999,0.019444445,38.278286,166.87425
Eastern Africa (BP),,2000,0.023138888,35.46156,163.23866
Eastern Africa (BP),,2001,0.021305555,37.54143,172.667
Eastern Africa (BP),,2002,0.02625,35.592552,172.91705
Eastern Africa (BP),,2003,0.029565278,29.22123,181.06256
Eastern Africa (BP),,2004,1.2567403,35.768166,194.20786
Eastern Africa (BP),,2005,4.197484,32.95203,202.97227
Eastern Africa (BP),,2006,5.1934443,26.851059,214.32791
Eastern Africa (BP),,2007,5.789239,27.797733,220.3398
Eastern Africa (BP),,2008,6.154859,20.630276,226.87949
Eastern Africa (BP),,2009,7.269698,23.62418,237.04819
Eastern Africa (BP),,2010,8.438042,31.183228,247.14363
Eastern Africa (BP),,2011,9.550317,34.577377,257.64587
Eastern Africa (BP),,2012,10.991392,28.638752,268.1449
Eastern Africa (BP),,2013,11.424063,43.31849,282.60754
Eastern Africa (BP),,2014,12.551069,66.720764,293.45883
Eastern Africa (BP),,2015,16.266699,56.173344,319.89462
Eastern Africa (BP),,2016,20.498945,45.243607,326.30035
Eastern Africa (BP),,2017,20.234472,55.092857,345.8464
Eastern Africa (BP),,2018,21.006283,62.456253,357.9215
Eastern Africa (BP),,2019,23.993925,53.16425,357.25345
Eastern Africa (BP),,2020,23.027868,51.877274,313.2207
Eastern Africa (BP),,2021,26.693722,55.767544,334.35657
Eastern Africa (BP),,1965,,21.080893,69.25789
Ecuador,ECU,1965,0,0,7.9206376
Ecuador,ECU,1966,0,0,8.26975
Ecuador,ECU,1967,0,0,8.931146
Ecuador,ECU,1968,0,0,10.672142
Ecuador,ECU,1969,0,0,11.293051
Ecuador,ECU,1970,0.6978,0,12.877645
Ecuador,ECU,1971,0.6978,0,14.23248
Ecuador,ECU,1972,1.01181,0,14.631552
Ecuador,ECU,1973,0.5815,0,16.284168
Ecuador,ECU,1974,1.163,0,18.546286
Ecuador,ECU,1975,1.45375,0,18.147562
Ecuador,ECU,1976,1.32582,0,20.50994
Ecuador,ECU,1977,0.84899,0,25.594435
Ecuador,ECU,1978,0.87225,0,26.172731
Ecuador,ECU,1979,0.62802,0,27.873514
Ecuador,ECU,1980,0.48846,0,35.751175
Ecuador,ECU,1981,0.79084,0,39.96072
Ecuador,ECU,1982,1.02344,0,43.64244
Ecuador,ECU,1983,1.26767,0,39.98214
Ecuador,ECU,1984,1.82591,0,40.184887
Ecuador,ECU,1985,1.8608,0,49.411514
Ecuador,ECU,1986,1.84917,0,50.193226
Ecuador,ECU,1987,1.72124,0,50.630726
Ecuador,ECU,1988,2.01199,0,59.78883
Ecuador,ECU,1989,1.59331,0,62.205303
Ecuador,ECU,1990,2.61675,0.0031944443,63.61657
Ecuador,ECU,1991,3.20988,0.0064444444,71.21293
Ecuador,ECU,1992,3.22151,0.004638889,71.04642
Ecuador,ECU,1993,3.70997,0.0008138889,71.340126
Ecuador,ECU,1994,3.34944,0.003972222,77.55587
Ecuador,ECU,1995,3.23314,0.003972222,76.32141
Ecuador,ECU,1996,3.43085,0.0049444446,85.72029
Ecuador,ECU,1997,3.12847,0.0062777777,97.765
Ecuador,ECU,1998,3.18662,0.0092222225,98.40975
Ecuador,ECU,1999,3.00054,0.012027778,85.996635
Ecuador,ECU,2000,3.26803,0.016111111,78.33835
Ecuador,ECU,2001,3.32618,0.020833334,81.36387
Ecuador,ECU,2002,1.3242072,0.0225,80.800606
Ecuador,ECU,2003,2.3108556,0.8815003,82.590965
Ecuador,ECU,2004,5.378899,0.020972222,87.28777
Ecuador,ECU,2005,5.522699,0.0245,95.141365
Ecuador,ECU,2006,6.0344195,0.062975556,100.8373
Ecuador,ECU,2007,5.4683084,0.025138889,102.50297
Ecuador,ECU,2008,4.987915,0.28954723,105.60009
Ecuador,ECU,2009,5.8786893,0.06921278,107.393166
Ecuador,ECU,2010,6.1890225,0.115999445,124.12673
Ecuador,ECU,2011,5.6075635,0.108782776,127.2955
Ecuador,ECU,2012,7.489686,0.13059416,131.77362
Ecuador,ECU,2013,8.511818,0.14639612,139.62584
Ecuador,ECU,2014,8.72552,0.13852888,147.06836
Ecuador,ECU,2015,8.210332,0.14999388,142.66008
Ecuador,ECU,2016,8.8630905,0.08799222,134.04097
Ecuador,ECU,2017,8.23237,0.094677225,130.87363
Ecuador,ECU,2018,7.2747273,0.32408777,141.70032
Ecuador,ECU,2019,6.4958754,0.0995275,137.31259
Ecuador,ECU,2020,5.5182943,0.28073335,110.47835
Ecuador,ECU,2021,5.497367,0.5498481,136.74446
Egypt,EGY,1965,0.471625,4.68689,81.39379
Egypt,EGY,1966,0.539,3.18662,87.34
Egypt,EGY,1967,0.539,4.90786,71.32264
Egypt,EGY,1968,0.539,5.10557,74.59976
Egypt,EGY,1969,0.683375,5.51262,55.378662
Egypt,EGY,1970,0.818125,5.08231,71.665924
Egypt,EGY,1971,0.818125,4.170669,74.0778
Egypt,EGY,1972,0.683375,3.6906874,84.65239
Egypt,EGY,1973,0.548625,3.2146716,79.572014
Egypt,EGY,1974,0.5775,5.613138,87.7604
Egypt,EGY,1975,0.48125,6.708463,97.01281
Egypt,EGY,1976,3.6575,6.561646,114.73853
Egypt,EGY,1977,4.4275,7.4835796,122.636055
Egypt,EGY,1978,7.1225,7.169197,126.69805
Egypt,EGY,1979,10.78,7.9521403,138.93947
Egypt,EGY,1980,20.9825,6.4020824,155.29256
Egypt,EGY,1981,23.485,8.251322,179.15858
Egypt,EGY,1982,25.69875,8.526778,203.74937
Egypt,EGY,1983,30.12625,8.087851,223.57405
Egypt,EGY,1984,38.6925,8.201476,241.74294
Egypt,EGY,1985,47.45125,8.659639,245.68802
Egypt,EGY,1986,54.67,8.706916,246.40953
Egypt,EGY,1987,60.445,9.210786,260.4517
Egypt,EGY,1988,66.605,10.068685,259.0959
Egypt,EGY,1989,74.4975,10.304738,268.61255
Egypt,EGY,1990,77.67375,8.828415,275.39038
Egypt,EGY,1991,87.395,9.086647,270.62952
Egypt,EGY,1992,94.5175,9.30814,259.82193
Egypt,EGY,1993,108.66625,11.21232,243.19084
Egypt,EGY,1994,115.5,12.06716,253.93777
Egypt,EGY,1995,121.275,8.074232,275.37677
Egypt,EGY,1996,125.125,11.097346,291.0964
Egypt,EGY,1997,128.975,9.392376,307.3263
Egypt,EGY,1998,131.8625,9.240116,323.41177
Egypt,EGY,1999,157.85,8.399267,330.86063
Egypt,EGY,2000,192.5,10.1112385,323.75937
Egypt,EGY,2001,235.8125,8.8946705,305.73434
Egypt,EGY,2002,255.0625,9.542124,304.1684
Egypt,EGY,2003,285.8625,9.894048,311.87805
Egypt,EGY,2004,305.1125,10.112517,328.39752
Egypt,EGY,2005,304.15,9.894048,347.70404
Egypt,EGY,2006,351.3125,9.899572,337.3307
Egypt,EGY,2007,369.215,8.999108,364.28708
Egypt,EGY,2008,393.085,8.098236,385.61722
Egypt,EGY,2009,409.4475,7.1977835,403.6607
Egypt,EGY,2010,434.18375,5.396436,415.5942
Egypt,EGY,2011,477.5925,5.126364,414.727
Egypt,EGY,2012,506.37125,4.5418177,423.5356
Egypt,EGY,2013,495.01376,4.487145,428.20206
Egypt,EGY,2014,462.1875,4.52407,449.20334
Egypt,EGY,2015,460.1877,9.319224,460.14914
Egypt,EGY,2016,493.54114,14.169939,475.50006
Egypt,EGY,2017,559.34143,13.9517765,451.3589
Egypt,EGY,2018,595.9461,25.388884,402.2581
Egypt,EGY,2019,590.3863,22.940922,380.19748
Egypt,EGY,2020,583.08185,8.733375,327.30728
Egypt,EGY,2021,618.76666,14.113941,355.35794
Estonia,EST,1985,10.486234,67.5203,40.446075
Estonia,EST,1986,9.530359,68.341515,40.01098
Estonia,EST,1987,10.325344,68.93121,40.409794
Estonia,EST,1988,11.12033,65.754234,40.758305
Estonia,EST,1989,11.12033,68.07054,42.034187
Estonia,EST,1990,14.21525,72.01204,41.343212
Estonia,EST,1991,14.27375,66.03763,36.42071
Estonia,EST,1992,8.34525,53.468693,19.574041
Estonia,EST,1993,4.1365,42.702,20.748428
Estonia,EST,1994,5.94075,43.683094,18.914959
Estonia,EST,1995,6.7745,40.507942,14.864138
Estonia,EST,1996,7.471,42.438255,16.087318
Estonia,EST,1997,7.2595,41.94598,15.796541
Estonia,EST,1998,6.89,35.542328,15.860497
Estonia,EST,1999,6.6975,32.17135,14.814796
Estonia,EST,2000,7.69925,34.268295,13.32906
Estonia,EST,2001,8.2625,34.07139,15.416941
Estonia,EST,2002,6.9285,33.30796,17.262798
Estonia,EST,2003,7.90875,38.57416,16.20338
Estonia,EST,2004,9.008,38.464703,16.443972
Estonia,EST,2005,9.30025,38.0906,16.752337
Estonia,EST,2006,9.39875,36.38778,17.505255
Estonia,EST,2007,9.343,45.28836,18.683674
Estonia,EST,2008,8.961,40.48205,17.789972
Estonia,EST,2009,6.10725,34.96647,15.987168
Estonia,EST,2010,6.542,46.82532,16.479923
Estonia,EST,2011,5.85325,47.39325,16.066845
Estonia,EST,2012,6.343,43.544464,19.049244
Estonia,EST,2013,6.4535,48.425808,18.806303
Estonia,EST,2014,5.0655,47.36029,17.413538
Estonia,EST,2015,4.541,41.96262,17.381447
Estonia,EST,2016,4.98075,44.06444,16.95469
Estonia,EST,2017,4.8887925,50.30153,17.695032
Estonia,EST,2018,5.003573,49.14067,17.47478
Estonia,EST,2019,4.660554,35.80686,15.588738
Estonia,EST,2020,4.3005,29.262743,16.428133
Estonia,EST,2021,4.858348,34.122417,17.034819
Europe,,1965,1595.9037,9511.277,6933.4297
Europe,,1966,1786.6346,9385.44,7553.1426
Europe,,1967,2008.7861,9256.84,8203.193
Europe,,1968,2280.0083,9308.798,8936.365
Europe,,1969,2583.9653,9432.775,9826.947
Europe,,1970,2980.2356,9301.574,10877.076
Europe,,1971,3407.7761,9128.504,11434.073
Europe,,1972,3805.5903,9041.876,12275.271
Europe,,1973,4218.347,9165.502,13148.836
Europe,,1974,4606.6035,9130.07,12937.709
Europe,,1975,4989.5654,9112.683,12798.231
Europe,,1976,5461.0176,9350.6,13493.773
Europe,,1977,5792.3145,9406.34,13559.638
Europe,,1978,6109.8335,9481.177,14288.755
Europe,,1979,6470.533,9749.822,14616.533
Europe,,1980,6579.6167,9730.223,14167.721
Europe,,1981,6774.2754,9603.929,13576.339
Europe,,1982,7038.406,9685.924,13103.451
Europe,,1983,7458.569,9767.6875,12790.342
Europe,,1984,8014.574,9707.406,12839.502
Europe,,1985,7673.371,9429.62,12087.632
Europe,,1986,7815.6396,9419.216,12438.036
Europe,,1987,8216.1875,9503.838,12472.559
Europe,,1988,8473.38,9326.826,12468.502
Europe,,1989,8641.2295,9140.236,12485.897
Europe,,1990,9065.899,8624.07,12604.494
Europe,,1991,9232.273,8048.179,12446.9375
Europe,,1992,8846.302,7558.1587,11973.354
Europe,,1993,8842.119,7005.5435,11207.051
Europe,,1994,8438.882,6476.7725,10876.21
Europe,,1995,8537.651,6357.189,10733.017
Europe,,1996,9068.158,6163.8994,10565.2
Europe,,1997,8655.78,5895.8413,10620.1
Europe,,1998,8868.485,5670.36,10740.864
Europe,,1999,9048.178,5434.7964,10628.097
Europe,,2000,9259.316,5580.736,10464.439
Europe,,2001,9413.887,5552.1816,10656.62
Europe,,2002,9468.499,5544.8164,10553.809
Europe,,2003,9779.315,5715.4277,10666.917
Europe,,2004,10045.516,5570.4077,10724.002
Europe,,2005,10212.317,5399.342,10793.979
Europe,,2006,10348,5594.4307,10895.523
Europe,,2007,10317.612,5584.8164,10682.385
Europe,,2008,10332.942,5385.916,10634.059
Europe,,2009,9584.75,4794.5215,10115.405
Europe,,2010,10317.745,4956.0864,10068.5
Europe,,2011,9934.398,5147.8057,9965.852
Europe,,2012,9704.395,5267.5967,9708.623
Europe,,2013,9545.573,5085.5054,9501.008
Europe,,2014,8946.786,4729.881,9421.045
Europe,,2015,8898.147,4620.2505,9452.684
Europe,,2016,9313.682,4403.3306,9657.933
Europe,,2017,9565.5,4148.7983,9771.102
Europe,,2018,9739.818,4134.545,9806.186
Europe,,2019,9746.001,3578.7278,9810.035
Europe,,2020,9369.797,3085.2815,8636.171
Europe,,2021,10073.819,3253.3857,9087.6
Europe (BP),,1965,379.1453,6094.7705,4980.569
Europe (BP),,1966,429.26025,5847.7183,5467.011
Europe (BP),,1967,514.3611,5658.2207,5934.497
Europe (BP),,1968,666.4043,5745.5913,6525.9526
Europe (BP),,1969,859.53156,5820.6816,7267.227
Europe (BP),,1970,1085.3883,5725.0273,8055.973
Europe (BP),,1971,1336.5579,5480.0576,8453.693
Europe (BP),,1972,1627.1074,5293.954,9047.597
Europe (BP),,1973,1849.1982,5378.1265,9694.993
Europe (BP),,1974,2094.4465,5329.3047,9126.41
Europe (BP),,1975,2248.5957,5204.392,8810.394
Europe (BP),,1976,2444.7502,5449.988,9410.93
Europe (BP),,1977,2560.3447,5436.553,9328.601
Europe (BP),,1978,2663.3577,5536.945,9800.724
Europe (BP),,1979,2811.932,5778.368,10024.283
Europe (BP),,1980,2808.8428,5886.538,9348.721
Europe (BP),,1981,2781.2327,5786.8486,8711.057
Europe (BP),,1982,2728.2874,5819.3696,8287.65
Europe (BP),,1983,2837.0488,5900.382,8057.64
Europe (BP),,1984,2971.7598,5890.333,8105.108
Europe (BP),,1985,4026.4607,7239.4033,9066.217
Europe (BP),,1986,4129.31,7178.0083,9345.303
Europe (BP),,1987,4311.6753,7235.802,9388.736
Europe (BP),,1988,4348.913,7086.996,9435.364
Europe (BP),,1989,4469.701,6998.948,9402.842
Europe (BP),,1990,4826.9204,6665.669,9582.488
Europe (BP),,1991,4886.94,6281.052,9499.9
Europe (BP),,1992,4618.964,5911.438,9252.068
Europe (BP),,1993,4642.214,5524.5913,9040.348
Europe (BP),,1994,4508.473,5208.0376,8997.251
Europe (BP),,1995,4762.982,5150.1104,9170.398
Europe (BP),,1996,5277.245,5004.181,9265.988
Europe (BP),,1997,5155.936,4866.9307,9343.252
Europe (BP),,1998,5230.537,4732.112,9533.568
Europe (BP),,1999,5438.863,4470.143,9395.091
Europe (BP),,2000,5584.936,4600.3286,9278.999
Europe (BP),,2001,5694.592,4558.5737,9404.705
Europe (BP),,2002,5712.7163,4556.1846,9374.347
Europe (BP),,2003,5971.038,4737.7275,9427.989
Europe (BP),,2004,6115.666,4658.29,9515.883
Europe (BP),,2005,6275.513,4549.145,9582.14
Europe (BP),,2006,6228.661,4763.2573,9607.596
Europe (BP),,2007,6173.6323,4827.159,9418.422
Europe (BP),,2008,6259.033,4551.231,9315.219
Europe (BP),,2009,5774.7583,4074.9395,8854.633
Europe (BP),,2010,6229.469,4261.185,8754.118
Europe (BP),,2011,5804.174,4439.3794,8518.453
Europe (BP),,2012,5657.2266,4538.1445,8228.231
Europe (BP),,2013,5543.8613,4390.12,8079.7896
Europe (BP),,2014,5000.054,4122.1123,7925.3813
Europe (BP),,2015,5092,3944.307,8125.6265
Europe (BP),,2016,5374.388,3803.145,8315.993
Europe (BP),,2017,5588.087,3621.812,8463.625
Europe (BP),,2018,5474.008,3587.2207,8445.149
Europe (BP),,2019,5544.842,3060.0266,8410.385
Europe (BP),,2020,5419.552,2633.6797,7291.361
Europe (BP),,2021,5710.6323,2781.1956,7658.5015
European Union (27),,1965,367.09137,4557.6743,3844.2441
European Union (27),,1966,416.64465,4377.4062,4236.735
European Union (27),,1967,495.35828,4293.374,4601.5503
European Union (27),,1968,628.4308,4372.6694,5090
European Union (27),,1969,789.8718,4476.927,5719.058
European Union (27),,1970,956.7552,4439.798,6391.132
European Union (27),,1971,1133.0686,4313.1924,6730.613
European Union (27),,1972,1340.7644,4248.1978,7222.5435
European Union (27),,1973,1538.9799,4253.1323,7783.381
European Union (27),,1974,1723.5647,4307.389,7325.057
European Union (27),,1975,1857.8682,4168.6445,7157.834
European Union (27),,1976,2030.1902,4389.2144,7719.0728
European Union (27),,1977,2115.3975,4372.0845,7590.744
European Union (27),,1978,2197.0815,4480.247,7987.105
European Union (27),,1979,2298.7844,4640.8774,8215.265
European Union (27),,1980,2290.25,4812.972,7723.496
European Union (27),,1981,2253.8933,4692.395,7195.957
European Union (27),,1982,2193.6873,4765.571,6757.838
European Union (27),,1983,2276.8967,4806.8794,6528.583
European Union (27),,1984,2394.4106,4987.1807,6389.3433
European Union (27),,1985,2511.4229,5126.363,6637.4946
European Union (27),,1986,2547.8074,4996.921,6861.078
European Union (27),,1987,2681.7915,5043.8765,6879.4404
European Union (27),,1988,2679.2014,4978.2173,6902.184
European Union (27),,1989,2773.6245,4990.7603,6913.96
European Union (27),,1990,2913.043,4546.3896,7062.678
European Union (27),,1991,2982.0686,4285.2563,7076.558
European Union (27),,1992,2883.6975,3984.9265,7098.5596
European Union (27),,1993,2941.9368,3809.954,6990.8496
European Union (27),,1994,2905.9587,3722.7427,7022.4946
European Union (27),,1995,3147.952,3674.7502,7176.171
European Union (27),,1996,3419.71,3682.931,7313.562
European Union (27),,1997,3328.0767,3572.7866,7378.535
European Union (27),,1998,3419.5996,3410.5916,7596.8057
European Union (27),,1999,3505.4229,3249.3877,7540.526
European Union (27),,2000,3588.841,3293.935,7441.5366
European Union (27),,2001,3713.2805,3285.5137,7545.884
European Union (27),,2002,3739.979,3303.5708,7493.4727
European Union (27),,2003,3941.9382,3416.3777,7525.3247
European Union (27),,2004,4048.0625,3356.3599,7570.9546
European Union (27),,2005,4186.892,3246.2278,7589.9043
European Union (27),,2006,4173.6826,3334.4604,7594.5635
European Union (27),,2007,4105.0317,3366.7263,7432.3506
European Union (27),,2008,4187.0767,3119.5366,7359.4277
European Union (27),,2009,3933.2737,2766.0134,6941.8857
European Union (27),,2010,4228.098,2902.2493,6882.103
European Union (27),,2011,3890.4392,2985.2563,6675.777
European Union (27),,2012,3821.7495,2971.6328,6403.577
European Union (27),,2013,3745.0645,2916.1736,6241.9746
European Union (27),,2014,3313.7783,2777.1292,6116.5884
European Union (27),,2015,3467.1348,2771.2568,6217.4497
European Union (27),,2016,3681.6177,2661.1072,6335.8823
European Union (27),,2017,3851.7996,2569.724,6444.9883
European Union (27),,2018,3781.0706,2512.2876,6457.7446
European Union (27),,2019,3918.4568,2026.9277,6442.6094
European Union (27),,2020,3803.4224,1658.078,5621.9854
European Union (27),,2021,3966.2483,1871.2246,5921.541
Finland,FIN,1965,0,20.25982,67.48548
Finland,FIN,1966,0,18.804535,81.86467
Finland,FIN,1967,0,18.091896,85.7726
Finland,FIN,1968,0,21.788618,97.22671
Finland,FIN,1969,0,26.138052,112.92221
Finland,FIN,1970,0,26.5675,126.97794
Finland,FIN,1971,0,23.579445,131.4189
Finland,FIN,1972,0,26.157778,139.85992
Finland,FIN,1973,0,29.031944,156.46225
Finland,FIN,1974,4.4444447,29.585278,136.34688
Finland,FIN,1975,7.355,26.805,140.98915
Finland,FIN,1976,8.618333,36.12,151.26392
Finland,FIN,1977,8.765,36.420834,148.23775
Finland,FIN,1978,9.543333,49.094166,149.11165
Finland,FIN,1979,9.509444,47.313057,157.88283
Finland,FIN,1980,8.945556,53.688057,152.02914
Finland,FIN,1981,7.1180553,32.994167,145.4186
Finland,FIN,1982,6.7233334,36.59639,134.60008
Finland,FIN,1983,6.520278,39.75083,125.00576
Finland,FIN,1984,7.4677777,45.782776,126.75379
Finland,FIN,1985,9.475555,58.025833,128.06352
Finland,FIN,1986,11.472222,53.05528,134.10484
Finland,FIN,1987,15.172222,59.426945,133.54774
Finland,FIN,1988,16.32,59.5,131.87692
Finland,FIN,1989,21.4,58.20639,131.68347
Finland,FIN,1990,25.21,61.2875,133.65544
Finland,FIN,1991,26.57,61.211666,132.63072
Finland,FIN,1992,27.59,55.71361,131.24066
Finland,FIN,1993,28.51,63.68889,124.88457
Finland,FIN,1994,31.47,77.55639,129.39043
Finland,FIN,1995,32.68,68.605,117.56855
Finland,FIN,1996,34.189445,81.74695,122.37474
Finland,FIN,1997,33.638332,77.428055,120.58438
Finland,FIN,1998,38.53639,63.538887,125.79059
Finland,FIN,1999,38.58,61.565556,127.17879
Finland,FIN,2000,39.41,58.32722,126.42577
Finland,FIN,2001,42.76,70.48917,124.035736
Finland,FIN,2002,42.46,76.59111,126.9237
Finland,FIN,2003,47,95.5925,130.99988
Finland,FIN,2004,45.28,85.87945,122.12345
Finland,FIN,2005,41.43,55.168888,126.67819
Finland,FIN,2006,44.28,86.15389,122.85048
Finland,FIN,2007,40.96,81.35306,123.89983
Finland,FIN,2008,41.880554,62.04361,119.764175
Finland,FIN,2009,37.38,62.489723,112.83101
Finland,FIN,2010,41.3,78.925,117.16832
Finland,FIN,2011,36.12,64.1175,114.58839
Finland,FIN,2012,31.945,52.501667,110.05728
Finland,FIN,2013,29.706667,58.04139,114.501656
Finland,FIN,2014,26.556667,52.024723,108.04683
Finland,FIN,2015,22.87861,44.405,108.589935
Finland,FIN,2016,20.076666,50.921112,114.29884
Finland,FIN,2017,18.324167,46.645557,110.74291
Finland,FIN,2018,21.012777,48.88139,110.148224
Finland,FIN,2019,20.338888,41.046944,109.32646
Finland,FIN,2020,20.718334,31.521944,98.07788
Finland,FIN,2021,20.42361,32.88569,97.2905
France,FRA,1965,50.046997,481.13544,637.30145
France,FRA,1966,52.7965,445.8141,683.12305
France,FRA,1967,60.339256,440.04257,784.79
France,FRA,1968,72.156494,423.16086,850.43164
France,FRA,1969,83.850494,423.60306,982.66754
France,FRA,1970,95.52925,403.1711,1116.3309
France,FRA,1971,113.2255,369.43515,1216.7485
France,FRA,1972,133.88774,328.61258,1350.9572
France,FRA,1973,157.0365,325.04178,1506.0256
France,FRA,1974,163.95926,329.00662,1430.9877
France,FRA,1975,182.87001,288.44208,1307.8751
France,FRA,1976,196.45325,339.1309,1414.7838
France,FRA,1977,205.08525,326.62524,1358.8184
France,FRA,1978,218.7795,340.7845,1416.0526
France,FRA,1979,242.376,370.0985,1408.6421
France,FRA,1980,251.71976,362.36108,1309.0137
France,FRA,1981,255.717,330.292,1181.7372
France,FRA,1982,245.77225,337.7352,1094.3962
France,FRA,1983,261.8025,305.6364,1068.1715
France,FRA,1984,266.992,292.2619,1029.9058
France,FRA,1985,285.7915,283.6557,1012.84247
France,FRA,1986,287.41525,234.4608,1033.2645
France,FRA,1987,290.816,213.4105,1040.2767
France,FRA,1988,289.36124,208.4096,1034.0203
France,FRA,1989,283.14774,226.9013,1061.6738
France,FRA,1990,302.7535,220.8537,1077.6477
France,FRA,1991,331.66626,235.0423,1141.2319
France,FRA,1992,330.99,207.2466,1139.4678
France,FRA,1993,338.51474,169.3328,1098.2133
France,FRA,1994,323.15024,166.5416,1062.0353
France,FRA,1995,343.97824,170.4958,1070.697
France,FRA,1996,380.1465,181.6606,1093.0751
France,FRA,1997,364.46924,159.0984,1101.1138
France,FRA,1998,388.59476,189.2201,1141.1138
France,FRA,1999,396.2115,169.4491,1157.1686
France,FRA,2000,415.9635,164.76129,1138.9818
France,FRA,2001,436.684,144.1878,1144.5676
France,FRA,2002,435.94275,148.6099,1112.9808
France,FRA,2003,457.26825,157.97935,1114.9214
France,FRA,2004,466.92526,150.38844,1124.8522
France,FRA,2005,477.12576,156.18452,1109.2781
France,FRA,2006,460.8055,144.3176,1106.1074
France,FRA,2007,447.60925,149.40897,1078.2172
France,FRA,2008,463.8645,140.409,1057.4426
France,FRA,2009,447.31076,125.028305,1015.33746
France,FRA,2010,495.6445,133.87088,980.45917
France,FRA,2011,430.19034,113.60685,959.38947
France,FRA,2012,444.44296,128.70036,927.16864
France,FRA,2013,451.43155,134.49423,915.1279
France,FRA,2014,379.0835,100.44779,885.4536
France,FRA,2015,407.51764,99.874146,885.4328
France,FRA,2016,445.2994,97.52974,879.3369
France,FRA,2017,447.65698,106.459755,883.06683
France,FRA,2018,428.38385,95.25949,880.45953
France,FRA,2019,436.62042,74.432884,873.4211
France,FRA,2020,405.8284,53.783024,745.1143
France,FRA,2021,430.41394,64.64903,807.9753
Germany,DEU,1965,30.975674,1869.4766,1020.56976
Germany,DEU,1966,37.229923,1745.3395,1141.8322
Germany,DEU,1967,47.988647,1681.3044,1187.4216
Germany,DEU,1968,78.86974,1705.4391,1331.1227
Germany,DEU,1969,112.316376,1755.9604,1496.9418
Germany,DEU,1970,159.73753,1733.9982,1644.0703
Germany,DEU,1971,211.02473,1659.38,1712.5317
Germany,DEU,1972,273.22437,1619.8613,1807.8164
Germany,DEU,1973,352.33057,1625.1296,1927.148
Germany,DEU,1974,440.76492,1632.1193,1748.5243
Germany,DEU,1975,465.1435,1478.5684,1698.3301
Germany,DEU,1976,492.28857,1560.839,1834.953
Germany,DEU,1977,522.7913,1499.0023,1812.3655
Germany,DEU,1978,560.4232,1518.4825,1890.2781
Germany,DEU,1979,619.478,1606.7776,1949.953
Germany,DEU,1980,610.7291,1643.761,1764.3439
Germany,DEU,1981,583.9387,1671.3124,1601.3844
Germany,DEU,1982,541.86145,1631.4796,1513.8575
Germany,DEU,1983,563.34344,1690.9672,1482.4481
Germany,DEU,1984,588.30133,1745.2443,1477.557
Germany,DEU,1985,581.4914,1735.9984,1522.7412
Germany,DEU,1986,579.8008,1640.3766,1604.2207
Germany,DEU,1987,628.617,1633.6312,1562.0078
Germany,DEU,1988,618.8514,1614.3951,1562.9131
Germany,DEU,1989,633.358,1640.0975,1468.3829
Germany,DEU,1990,636.88336,1529.6908,1537.2932
Germany,DEU,1991,669.19275,1343.5953,1607.6146
Germany,DEU,1992,661.62695,1214.4979,1621.6552
Germany,DEU,1993,700.11334,1145.7742,1646.8728
Germany,DEU,1994,712.92725,1111.4515,1631.9728
Germany,DEU,1995,777.3736,1053.9393,1631.1295
Germany,DEU,1996,869.91,1049.4019,1658.878
Germany,DEU,1997,831.0336,1016.81824,1648.9271
Germany,DEU,1998,838.65027,992.5123,1650.7172
Germany,DEU,1999,836.19086,955.58167,1601.1073
Germany,DEU,2000,829.24585,992.0958,1570.4348
Germany,DEU,2001,874.48193,994.93604,1590.9634
Germany,DEU,2002,873.1278,997.1488,1537.7799
Germany,DEU,2003,883.7197,1013.61993,1507.717
Germany,DEU,2004,888.2106,988.11,1490.4901
Germany,DEU,2005,902.8105,945.38727,1460.0576
Germany,DEU,2006,920.069,983.3113,1457.2372
Germany,DEU,2007,886.36194,1008.28674,1319.4586
Germany,DEU,2008,895.0063,931.8082,1399.0693
Germany,DEU,2009,844.3012,834.2924,1339.8384
Germany,DEU,2010,880.7125,896.17224,1357.6443
Germany,DEU,2011,808.60724,910.79114,1313.2709
Germany,DEU,2012,811.1006,936.07416,1305.3893
Germany,DEU,2013,849.74335,963.3986,1334.2625
Germany,DEU,2014,738.95026,925.895,1298.318
Germany,DEU,2015,769.53613,915.05585,1296.5422
Germany,DEU,2016,848.8475,889.935,1323.3187
