Entity,Code,Year,Gas Consumption - TWh,Coal Consumption - TWh,Oil Consumption - TWh
Africa,,1965,9.543755,323.49612,341.26276
Africa,,1966,10.669916,323.1222,369.48657
Africa,,1967,10.54567,330.29156,368.12524
Africa,,1968,10.68897,343.5129,389.19986
Africa,,1969,12.492,346.64294,396.92285
Africa,,1970,15.520325,360.7569,433.7723
Africa,,1971,18.405264,383.01233,473.56543
Africa,,1972,24.670656,384.21082,510.67264
Africa,,1973,39.551792,408.91034,549.7197
Africa,,1974,44.518486,425.6462,567.7997
Africa,,1975,53.63838,451.0805,596.40466
Africa,,1976,60.98139,481.07416,652.58044
Africa,,1977,68.23419,491.69846,695.1663
Africa,,1978,97.3699,477.81558,732.181
Africa,,1979,148.84282,507.24698,770.9386
Africa,,1980,186.91399,543.55707,817.23883
Africa,,1981,228.49117,635.79877,883.8619
Africa,,1982,246.73355,701.1759,925.22723
Africa,,1983,271.27533,713.24603,964.55225
Africa,,1984,259.90277,762.8978,981.7521
Africa,,1985,278.84274,787.1659,1007.09186
Africa,,1986,313.2712,805.3561,988.59314
Africa,,1987,323.38437,828.3197,1042.0686
Africa,,1988,358.44455,890.16077,1086.2682
Africa,,1989,371.47104,835.62085,1123.9265
Africa,,1990,398.6454,877.6783,1142.4028
Africa,,1991,401.6356,853.76215,1148.7052
Africa,,1992,421.27026,858.8312,1170.5247
Africa,,1993,412.64398,871.7139,1180.0767
Africa,,1994,431.82794,894.4478,1221.8848
Africa,,1995,461.2435,922.47125,1266.7817
Africa,,1996,484.19177,935.2283,1293.9713
Africa,,1997,474.47552,959.0191,1332.2731
Africa,,1998,499.33698,937.03894,1363.5087
Africa,,1999,504.01962,966.0107,1414.5602
Africa,,2000,556.8224,963.7306,1420.3865
Africa,,2001,634.63617,975.9263,1432.6643
Africa,,2002,670.6054,934.4216,1479.1665
Africa,,2003,711.5067,1017.04846,1524.8151
Africa,,2004,783.0682,1119.1619,1586.5107
Africa,,2005,807.7816,1039.0726,1654.9192
Africa,,2006,843.4421,1054.097,1673.7168
Africa,,2007,900.0697,1071.6333,1734.7408
Africa,,2008,935.1621,1180.7251,1824.851
Africa,,2009,940.86066,1176.0021,1885.9763
Africa,,2010,980.7318,1164.8401,1966.2146
Africa,,2011,1060.527,1147.2993,1934.1709
Africa,,2012,1146.7704,1118.487,2046.8298
Africa,,2013,1169.7455,1130.1606,2121.4414
Africa,,2014,1202.32,1183.806,2143.3335
Africa,,2015,1325.3599,1119.0386,2199.145
Africa,,2016,1370.4951,1186.288,2210.9258
Africa,,2017,1448.7449,1185.0671,2233.0898
Africa,,2018,1543.5508,1163.5999,2257.502
Africa,,2019,1549.7299,1231.3168,2262.0361
Africa,,2020,1535.9724,1157.9011,2011.0526
Africa,,2021,1643.8152,1168.7407,2183.542
Africa (BP),,1965,9.543755,323.49612,341.26276
Africa (BP),,1966,10.669916,323.1222,369.48657
Africa (BP),,1967,10.54567,330.2916,368.12524
Africa (BP),,1968,10.68897,343.5129,389.19986
Africa (BP),,1969,12.492,346.6429,396.92288
Africa (BP),,1970,15.520325,360.7569,433.7723
Africa (BP),,1971,18.405264,383.01233,473.56543
Africa (BP),,1972,24.670656,384.21082,510.67264
Africa (BP),,1973,39.551792,408.91034,549.7198
Africa (BP),,1974,44.518486,425.64624,567.7997
Africa (BP),,1975,53.63838,451.0805,596.40466
Africa (BP),,1976,60.98139,481.07416,652.5805
Africa (BP),,1977,68.23419,491.69846,695.1663
Africa (BP),,1978,97.369896,477.81558,732.181
Africa (BP),,1979,148.84282,507.247,770.93866
Africa (BP),,1980,186.91397,543.55707,817.2389
Africa (BP),,1981,228.49115,635.79877,883.8619
Africa (BP),,1982,246.73355,701.1759,925.22723
Africa (BP),,1983,271.27536,713.24603,964.5522
Africa (BP),,1984,259.90277,762.8979,981.752
Africa (BP),,1985,278.84274,787.1659,1007.09186
Africa (BP),,1986,313.2712,805.3561,988.5932
Africa (BP),,1987,323.38437,828.3197,1042.0687
Africa (BP),,1988,358.44455,890.1608,1086.2682
Africa (BP),,1989,371.47104,835.62085,1123.9265
Africa (BP),,1990,398.6454,877.6782,1142.4028
Africa (BP),,1991,401.6356,853.76215,1148.7052
Africa (BP),,1992,421.27026,858.8312,1170.5247
Africa (BP),,1993,412.64398,871.7139,1180.0768
Africa (BP),,1994,431.82794,894.4478,1221.8846
Africa (BP),,1995,461.2435,922.47125,1266.7817
Africa (BP),,1996,484.19174,935.2282,1293.9712
Africa (BP),,1997,474.47552,959.0191,1332.2731
Africa (BP),,1998,499.337,937.03894,1363.5087
Africa (BP),,1999,504.0196,966.01074,1414.5602
Africa (BP),,2000,556.8223,963.7305,1420.3865
Africa (BP),,2001,634.63617,975.9263,1432.6643
Africa (BP),,2002,670.60535,934.4216,1479.1666
Africa (BP),,2003,711.5067,1017.04846,1524.8151
Africa (BP),,2004,783.06824,1119.1617,1586.5107
Africa (BP),,2005,807.7816,1039.0726,1654.9193
Africa (BP),,2006,843.4421,1054.097,1673.7168
Africa (BP),,2007,900.0697,1071.6333,1734.7408
Africa (BP),,2008,935.1621,1180.725,1824.851
Africa (BP),,2009,940.86066,1176.0021,1885.9764
Africa (BP),,2010,980.7318,1164.8401,1966.2146
Africa (BP),,2011,1060.527,1147.2993,1934.1709
Africa (BP),,2012,1146.7704,1118.4869,2046.83
Africa (BP),,2013,1169.7455,1130.1606,2121.4414
Africa (BP),,2014,1202.32,1183.8062,2143.3335
Africa (BP),,2015,1325.3599,1119.0386,2199.145
Africa (BP),,2016,1370.4951,1186.288,2210.926
Africa (BP),,2017,1448.7448,1185.0671,2233.0898
Africa (BP),,2018,1543.5508,1163.5999,2257.502
Africa (BP),,2019,1549.7299,1231.3169,2262.0361
Africa (BP),,2020,1535.9724,1157.9011,2011.0526
Africa (BP),,2021,1643.8151,1168.7406,2183.542
Algeria,DZA,1965,7.4305,0.8141,15.4052515
Algeria,DZA,1966,7.71925,0.79084,20.272705
Algeria,DZA,1967,7.48825,0.60476,18.942032
Algeria,DZA,1968,7.87325,0.63965,20.167301
Algeria,DZA,1969,10.351687,0.8141,21.30593
Algeria,DZA,1970,9.730875,0.96529,24.347681
Algeria,DZA,1971,11.0495,0.26749,27.44005
Algeria,DZA,1972,12.830125,0.2326,30.121414
Algeria,DZA,1973,17.859188,0.26749,32.900345
Algeria,DZA,1974,20.6745,0.22097,36.543842
Algeria,DZA,1975,28.49,0.27912,40.63067
Algeria,DZA,1976,33.6875,0.54661,46.71773
Algeria,DZA,1977,35.90125,0.70943,52.80649
Algeria,DZA,1978,57.65375,0.36053,54.607944
Algeria,DZA,1979,81.52375,0.83736,65.31862
Algeria,DZA,1980,109.43625,0.74432,66.20243
Algeria,DZA,1981,142.2575,0.52335,71.323074
Algeria,DZA,1982,161.41125,9.71105,75.57342
Algeria,DZA,1983,176.715,8.66435,84.89242
Algeria,DZA,1984,155.25125,9.60638,94.00201
Algeria,DZA,1985,153.8075,10.02506,96.5538
Algeria,DZA,1986,168.4375,10.29255,98.021255
Algeria,DZA,1987,172.2875,12.30454,99.100525
Algeria,DZA,1988,194.13625,11.57185,99.1726
Algeria,DZA,1989,182.6825,9.78083,103.93666
Algeria,DZA,1990,195.09875,7.66417,111.811615
Algeria,DZA,1991,192.6925,7.9084,110.627785
Algeria,DZA,1992,198.94875,9.39704,111.292656
Algeria,DZA,1993,178.54375,7.65254,110.754875
Algeria,DZA,1994,188.16875,7.2106,106.050896
Algeria,DZA,1995,202.22125,7.2106,103.14228
Algeria,DZA,1996,207.7075,3.39596,98.42208
Algeria,DZA,1997,194.04,5.95456,97.64342
Algeria,DZA,1998,200.68124,6.37324,100.658745
Algeria,DZA,1999,205.10875,6.82681,98.898346
Algeria,DZA,2000,191.01294,5.64055,103.13248
Algeria,DZA,2001,197.32213,6.5128,106.77534
Algeria,DZA,2002,194.83888,8.54805,118.39723
Algeria,DZA,2003,205.93169,7.04778,123.17412
Algeria,DZA,2004,211.89919,8.40849,128.74683
Algeria,DZA,2005,223.55988,6.90822,134.21338
Algeria,DZA,2006,228.4975,10.25766,139.84572
Algeria,DZA,2007,233.80681,8.80391,156.39
Algeria,DZA,2008,244.04187,8.80391,169.9159
Algeria,DZA,2009,262.1176,5.65218,180.13443
Algeria,DZA,2010,253.27225,3.6053,181.61192
Algeria,DZA,2011,267.96964,3.19825,192.22765
Algeria,DZA,2012,298.74075,3.39596,204.39526
Algeria,DZA,2013,321.21512,1.83754,213.57639
Algeria,DZA,2014,360.91824,2.08177,221.92516
Algeria,DZA,2015,379.225,1.54679,236.14848
Algeria,DZA,2016,385.9625,0.56987,229.56386
Algeria,DZA,2017,394.625,2.11666,225.51212
Algeria,DZA,2018,434.0875,5.815,229.5276
Algeria,DZA,2019,450.54626,4.80319,237.4872
Algeria,DZA,2020,436.0125,4.8163495,211.63516
Algeria,DZA,2021,458.15,4.80319,219.8416
Argentina,ARG,1965,41.234,8.4550495,275.20718
Argentina,ARG,1966,44.6572,6.9718184,283.8665
Argentina,ARG,1967,46.69945,7.840397,290.72382
Argentina,ARG,1968,51.999577,7.6190352,296.78262
Argentina,ARG,1969,51.805077,9.12217,307.99832
Argentina,ARG,1970,58.5445,11.722598,278.42194
Argentina,ARG,1971,63.202774,10.277542,296.48773
Argentina,ARG,1972,70.92442,8.651295,295.17285
Argentina,ARG,1973,80.70777,9.496522,297.2388
Argentina,ARG,1974,85.4244,11.825922,297.09723
Argentina,ARG,1975,87.525,11.510941,281.26944
Argentina,ARG,1976,98.51425,11.642586,290.19528
Argentina,ARG,1977,102.8905,11.008503,305.63098
Argentina,ARG,1978,100.07025,13.419195,297.26913
Argentina,ARG,1979,102.8905,12.501674,319.84976
Argentina,ARG,1980,112.12925,11.144589,296.97797
Argentina,ARG,1981,117.18625,10.560467,278.56592
Argentina,ARG,1982,133.13525,10.666076,265.01834
Argentina,ARG,1983,143.152,9.679963,268.7532
Argentina,ARG,1984,152.39075,7.1852236,255.60059
Argentina,ARG,1985,155.69725,10.599606,237.52023
Argentina,ARG,1986,168.2425,12.109349,249.71896
Argentina,ARG,1987,168.33975,13.439672,266.55307
Argentina,ARG,1988,196.6395,13.772349,268.33374
Argentina,ARG,1989,206.559,14.902768,246.32074
Argentina,ARG,1990,197.32025,12.266132,229.9597
Argentina,ARG,1991,200.9185,10.794012,240.25671
Argentina,ARG,1992,217.2565,12.168163,252.69298
Argentina,ARG,1993,229.41275,8.069987,247.75331
Argentina,ARG,1994,235.83125,7.065107,261.48206
Argentina,ARG,1995,262.47775,7.4141526,259.53027
Argentina,ARG,1996,301.18326,7.766816,259.79773
Argentina,ARG,1997,277.5515,6.1277137,275.28638
Argentina,ARG,1998,296.70975,8.23741,283.2721
Argentina,ARG,1999,314.701,9.885469,286.95975
Argentina,ARG,2000,322.96725,7.512647,264.89783
Argentina,ARG,2001,302.35025,6.1568522,245.29501
Argentina,ARG,2002,294.37576,4.5862966,232.81517
Argentina,ARG,2003,336.2905,5.593865,237.42206
Argentina,ARG,2004,368.09125,9.519819,254.68645
Argentina,ARG,2005,392.89,10.961645,266.75812
Argentina,ARG,2006,406.505,9.9238205,281.35175
Argentina,ARG,2007,427.122,14.360361,313.74554
Argentina,ARG,2008,431.88724,17.51607,317.05167
Argentina,ARG,2009,418.3556,9.620938,303.0577
Argentina,ARG,2010,420.87418,13.47208,328.158
Argentina,ARG,2011,438.3979,14.618646,340.00577
Argentina,ARG,2012,456.6421,13.669181,361.2564
Argentina,ARG,2013,460.2769,14.939302,383.7835
Argentina,ARG,2014,461.5498,15.891717,379.91562
Argentina,ARG,2015,466.5257,15.814129,387.30865
Argentina,ARG,2016,482.1001,12.188642,375.29422
Argentina,ARG,2017,483.00027,12.525288,370.8972
Argentina,ARG,2018,487.02142,13.709147,353.2107
Argentina,ARG,2019,465.58917,8.123962,324.7226
Argentina,ARG,2020,439.31244,10.015326,297.37708
Argentina,ARG,2021,459.35156,18.253904,340.59506
Asia,,1965,94.07477,2604.7842,2232.485
Asia,,1966,108.526505,2753.783,2505.829
Asia,,1967,126.21153,2667.211,2878.505
Asia,,1968,148.64937,2708.1685,3250.3425
Asia,,1969,183.48022,3056.8274,3744.9028
Asia,,1970,218.33952,3440.9536,4295.1167
Asia,,1971,249.01793,3697.763,4780.219
Asia,,1972,276.8143,3842.5747,5166.9043
Asia,,1973,338.35718,3932.5076,5872.899
Asia,,1974,400.5083,4027.638,5863.514
Asia,,1975,459.15836,4352.3564,5818.0684
Asia,,1976,511.23123,4453.9956,6275.469
Asia,,1977,619.9296,4754.6685,6687.2686
Asia,,1978,733.8872,4987.235,7108.4883
Asia,,1979,894.3802,5233.94,7371.071
Asia,,1980,932.26654,5541.4194,6965.9927
Asia,,1981,957.2914,5723.5645,6899.1094
Asia,,1982,1022.4517,5951.4644,6872.519
Asia,,1983,1100.3403,6326.9673,7120.4736
Asia,,1984,1353.0009,6892.8066,7476.664
Asia,,1985,2157.7722,7993.005,8199.693
Asia,,1986,2427.474,8322.275,8385.08
Asia,,1987,2586.5667,8908.044,8673.916
Asia,,1988,2777.1804,9504.191,9304.535
Asia,,1989,3012.6296,9890.94,9747.575
Asia,,1990,3132.374,10067.662,10316.577
Asia,,1991,3316.262,10460.022,10674.097
Asia,,1992,3529.3804,10791.163,11296.724
Asia,,1993,3513.7263,11286.324,11734.914
Asia,,1994,3796.9973,11824.197,12348.588
Asia,,1995,4033.9578,12006.163,13025.047
Asia,,1996,4316.743,12509.935,13584.345
Asia,,1997,4538.378,12527.632,14226.381
Asia,,1998,4738.892,12504.702,13953.072
Asia,,1999,5115.055,12813.23,14394.848
Asia,,2000,5395.233,13317.1045,14903.107
Asia,,2001,5743.8115,13945.783,15058.351
Asia,,2002,6074.999,15021.726,15456.154
Asia,,2003,6503.45,17196.309,16080.264
Asia,,2004,6988.3374,19349.209,17059.164
Asia,,2005,7521.4087,21995.963,17239.047
Asia,,2006,7977.54,23728.766,17689.326
Asia,,2007,8605.575,25784.416,18248.25
Asia,,2008,9200.066,26500.443,18480.465
Asia,,2009,9460.394,27379.117,18629.807
Asia,,2010,10398.672,28691.03,19729.69
Asia,,2011,11160.103,30863.795,20295.574
Asia,,2012,11738.725,31625.379,21202.186
Asia,,2013,12044.907,32274.053,21588.268
Asia,,2014,12535.039,32904.273,21946.367
Asia,,2015,12983.826,32640.432,22738.826
Asia,,2016,13336.904,32643.137,23536.895
Asia,,2017,13976.306,33240.152,24108.035
Asia,,2018,14723.519,34077.934,24619.21
Asia,,2019,15092.289,34519.426,24867.578
Asia,,2020,15312.18,34101.305,23417.275
Asia,,2021,16249.497,36037.973,24457.223
Asia Pacific (BP),,1965,56.231968,2780.7314,1932.2678
Asia Pacific (BP),,1966,62.38925,2931.5122,2202.6782
Asia Pacific (BP),,1967,71.39151,2854.2986,2566.628
Asia Pacific (BP),,1968,77.81803,2896.7332,2932.8025
Asia Pacific (BP),,1969,102.600426,3250.1877,3406.3406
Asia Pacific (BP),,1970,142.32472,3631.1387,3952.283
Asia Pacific (BP),,1971,170.55856,3886.6707,4395.814
Asia Pacific (BP),,1972,196.7801,4036.5913,4737.704
Asia Pacific (BP),,1973,243.52914,4134.1763,5385.284
Asia Pacific (BP),,1974,305.92618,4234.7363,5350.234
Asia Pacific (BP),,1975,349.8788,4557.451,5319.128
Asia Pacific (BP),,1976,405.0799,4665.6807,5660.6694
Asia Pacific (BP),,1977,498.98422,4975.578,5951.206
Asia Pacific (BP),,1978,598.111,5219.296,6319.1147
Asia Pacific (BP),,1979,683.5137,5472.163,6476.1504
Asia Pacific (BP),,1980,734.6105,5784.006,6096.113
Asia Pacific (BP),,1981,744.45795,5975.036,5921.88
Asia Pacific (BP),,1982,774.53735,6185.4614,5761.0557
Asia Pacific (BP),,1983,855.2932,6548.081,5803.5933
Asia Pacific (BP),,1984,1000.5268,7115.33,6033.3076
Asia Pacific (BP),,1985,1087.1436,7676.9263,5978.9233
Asia Pacific (BP),,1986,1186.6627,7972.331,6186.1694
Asia Pacific (BP),,1987,1259.7146,8546.454,6384.7847
Asia Pacific (BP),,1988,1343.3666,9157.78,6938.0767
Asia Pacific (BP),,1989,1405.8042,9570.253,7364.874
Asia Pacific (BP),,1990,1516.671,9775.469,7807.1655
Asia Pacific (BP),,1991,1664.5177,10176.319,8135.385
Asia Pacific (BP),,1992,1777.8474,10529.562,8695.519
Asia Pacific (BP),,1993,1862.8564,11083.926,9066.4375
Asia Pacific (BP),,1994,2028.1571,11636.564,9584.171
Asia Pacific (BP),,1995,2124.306,11911.363,10300.372
Asia Pacific (BP),,1996,2319.488,12432.925,10829.746
Asia Pacific (BP),,1997,2506.7385,12489.722,11356.1
Asia Pacific (BP),,1998,2563.8523,12477.373,11107.495
Asia Pacific (BP),,1999,2768.8025,12858.069,11584.896
Asia Pacific (BP),,2000,2983.047,13345.488,11929.326
Asia Pacific (BP),,2001,3165.5247,13958.422,12020.536
Asia Pacific (BP),,2002,3308.5586,15026.4,12328.799
Asia Pacific (BP),,2003,3587.9856,17176.084,12837.094
Asia Pacific (BP),,2004,3801.4814,19317.865,13605.356
Asia Pacific (BP),,2005,4080.2969,21956.637,13662.476
Asia Pacific (BP),,2006,4393.0103,23642.43,13957.388
Asia Pacific (BP),,2007,4731.436,25615.262,14412.398
Asia Pacific (BP),,2008,5034.736,26329.402,14399.222
Asia Pacific (BP),,2009,5154.127,27199.89,14505.12
Asia Pacific (BP),,2010,5752.4937,28423.213,15475.635
Asia Pacific (BP),,2011,6201.2754,30513.29,15864.714
Asia Pacific (BP),,2012,6619.5776,31167.186,16573.479
Asia Pacific (BP),,2013,6857.08,31849.018,16810.31
Asia Pacific (BP),,2014,7055.4907,32422.668,17061.086
Asia Pacific (BP),,2015,7157.235,32236.416,17826.615
Asia Pacific (BP),,2016,7327.4067,32204.39,18501.607
Asia Pacific (BP),,2017,7719.802,32742.61,19063.307
Asia Pacific (BP),,2018,8304.968,33497.27,19523.727
Asia Pacific (BP),,2019,8603.884,33918.832,19858.016
Asia Pacific (BP),,2020,8669.104,33527.17,18776.117
Asia Pacific (BP),,2021,9182.994,35451.54,19624.07
Australia,AUS,1965,0.029475,202.02777,200.01936
Australia,AUS,1966,0.0393,209.38889,214.04755
Australia,AUS,1967,0.0393,215.25,234.38777
Australia,AUS,1968,0.304575,221.69444,255.28499
Australia,AUS,1969,4.1265,229.27777,262.44812
Australia,AUS,1970,17.303974,231.69444,290.19543
Australia,AUS,1971,25.82668,232.56944,305.54456
Australia,AUS,1972,37.074265,242.93056,311.03336
Australia,AUS,1973,47.0688,252.98611,331.89294
Australia,AUS,1974,53.701992,264.06946,351.73517
Australia,AUS,1975,57.66997,272.54166,348.10452
Australia,AUS,1976,68.07722,281.79166,355.82147
Australia,AUS,1977,77.76844,294.18054,372.60077
Australia,AUS,1978,83.72538,301.8611,380.9467
Australia,AUS,1979,96.37518,315.54166,385.9148
Australia,AUS,1980,110.66588,324.7639,367.7676
Australia,AUS,1981,119.94439,333.1389,362.41833
Australia,AUS,1982,116.980835,336.68054,356.84918
Australia,AUS,1983,127.07482,336.55554,320.08347
Australia,AUS,1984,125.31726,355.90277,330.97894
Australia,AUS,1985,133.95262,368.1389,332.8008
Australia,AUS,1986,146.32928,377.4861,328.14703
Australia,AUS,1987,149.39459,393.3611,336.6699
Australia,AUS,1988,152.9934,413.7639,351.9731
Australia,AUS,1989,166.87564,433.95834,366.5162
Australia,AUS,1990,167.75948,444.34723,374.8846
Australia,AUS,1991,160.82101,453.2639,362.62082
Australia,AUS,1992,166.36957,455.95834,370.54694
Australia,AUS,1993,172.49344,458.8889,382.05194
Australia,AUS,1994,191.56657,468.2639,395.58917
Australia,AUS,1995,193.4157,484.16666,427.7775
Australia,AUS,1996,194.82663,503.95834,439.0154
Australia,AUS,1997,191.30505,529.4583,446.05786
Australia,AUS,1998,196.9532,553.0833,445.97025
Australia,AUS,1999,201.74054,587.443,456.15396
Australia,AUS,2000,205.5508,591.6619,455.98157
Australia,AUS,2001,221.69319,585.69135,457.08536
Australia,AUS,2002,228.14818,598.8721,461.97482
Australia,AUS,2003,229.94289,616.0213,460.25992
Australia,AUS,2004,234.53601,641.9212,471.29572
Australia,AUS,2005,232.58983,638.2223,478.70187
Australia,AUS,2006,259.43063,655.49884,493.6418
Australia,AUS,2007,290.19815,649.8025,506.2703
Australia,AUS,2008,285.34958,677.29144,512.71594
Australia,AUS,2009,291.36435,654.86127,504.14078
Australia,AUS,2010,317.06427,607.39435,519.3068
Australia,AUS,2011,327.93732,592.0622,547.0603
Australia,AUS,2012,329.6105,554.4683,561.41907
Australia,AUS,2013,346.7392,526.2419,578.03705
Australia,AUS,2014,372.20932,521.8884,575.4282
Australia,AUS,2015,387.95798,540.4112,570.5786
Australia,AUS,2016,378.70892,540.0623,571.723
Australia,AUS,2017,371.14383,521.52594,599.5798
Australia,AUS,2018,367.68118,508.88226,610.1112
Australia,AUS,2019,439.223,486.3916,604.19446
Australia,AUS,2020,430.95615,468.52548,522.16724
Australia,AUS,2021,394.07318,452.96805,536.349
Austria,AUT,1965,17.528646,59.1149,65.29748
Austria,AUT,1966,18.821033,56.467598,71.78886
Austria,AUT,1967,18.031683,53.4509,76.54811
Austria,AUT,1968,19.22897,52.773685,88.466064
Austria,AUT,1969,23.329157,51.936398,97.226
Austria,AUT,1970,28.298002,55.854168,107.04365
Austria,AUT,1971,32.506645,51.233612,119.607025
Austria,AUT,1972,35.129753,46.453888,129.12288
Austria,AUT,1973,38.6112,46.169724,139.92781
Austria,AUT,1974,41.85197,48.72278,125.22768
Austria,AUT,1975,41.80162,42.340557,126.55926
Austria,AUT,1976,47.61011,45.06,137.41133
Austria,AUT,1977,48.520336,37.800278,131.58655
Austria,AUT,1978,50.46824,38.40222,141.5697
Austria,AUT,1979,50.040367,41.68611,147.40877
Austria,AUT,1980,48.073975,42.83472,143.88745
Austria,AUT,1981,45.824097,43.85,130.63089
Austria,AUT,1982,44.355267,41.705555,123.90079
Austria,AUT,1983,45.25706,44.655834,120.07979
Austria,AUT,1984,50.38989,50.88639,116.79846
Austria,AUT,1985,53.991604,50.815,116.98592
Austria,AUT,1986,52.421265,45.3025,123.2183
Austria,AUT,1987,54.68578,44.939445,126.860344
Austria,AUT,1988,52.38503,43.03389,125.977974
Austria,AUT,1989,56.25982,43.228054,124.222206
Austria,AUT,1990,61.934902,47.640556,128.69969
Austria,AUT,1991,65.66419,49.97222,138.9047
Austria,AUT,1992,64.48223,38.882023,135.2269
Austria,AUT,1993,67.812454,34.95875,136.3634
Austria,AUT,1994,69.751495,35.454445,135.23601
Austria,AUT,1995,76.15716,40.338642,134.86182
Austria,AUT,1996,81.06088,40.510193,139.53622
Austria,AUT,1997,78.12572,42.96853,141.73091
Austria,AUT,1998,80.20729,37.83,147.17671
Austria,AUT,1999,81.92763,37.569916,144.6513
Austria,AUT,2000,78.205154,42.479004,141.74934
Austria,AUT,2001,82.88196,43.881134,153.68556
Austria,AUT,2002,81.48537,44.579712,156.8198
Austria,AUT,2003,89.629715,47.547695,169.93642
Austria,AUT,2004,90.49234,46.576305,165.32832
Austria,AUT,2005,95.27706,46.43805,164.62627
Austria,AUT,2006,89.532005,46.397972,164.50961
Austria,AUT,2007,84.708954,44.859592,154.65794
Austria,AUT,2008,90.68555,44.31641,153.21025
Austria,AUT,2009,88.31914,33.390785,145.44966
Austria,AUT,2010,96.12812,39.26068,151.91782
Austria,AUT,2011,90.41807,40.319637,141.77455
Austria,AUT,2012,86.24142,37.45485,141.6354
Austria,AUT,2013,82.00461,38.096313,146.1486
Austria,AUT,2014,75.10976,34.895565,140.15686
Austria,AUT,2015,79.68095,37.713593,139.68253
Austria,AUT,2016,83.421906,34.979595,144.4737
Austria,AUT,2017,90.69854,36.490314,146.34587
Austria,AUT,2018,86.86919,32.213512,147.76338
Austria,AUT,2019,89.00441,33.8888,152.83081
Austria,AUT,2020,85.27519,28.976196,132.9039
Austria,AUT,2021,90.13871,31.2038,136.14812
Azerbaijan,AZE,1985,132.81377,1.06996,97.18555
Azerbaijan,AZE,1986,147.56868,1.06996,101.81737
Azerbaijan,AZE,1987,145.74751,1.06996,95.82691
Azerbaijan,AZE,1988,143.92633,1.06996,98.14325
Azerbaijan,AZE,1989,151.21591,1.06996,95.70122
Azerbaijan,AZE,1990,154.21864,1.03507,100.39483
Azerbaijan,AZE,1991,147.56868,0.77921,96.801125
Azerbaijan,AZE,1992,114.76804,0.13956,94.319466
Azerbaijan,AZE,1993,84.716255,0.03489,94.055405
Azerbaijan,AZE,1994,79.247856,0.04652,86.15903
Azerbaijan,AZE,1995,78.33483,0.03489,77.6772
Azerbaijan,AZE,1996,57.388905,0.03489,69.772026
Azerbaijan,AZE,1997,54.654705,0.03489,66.40269
Azerbaijan,AZE,1998,51.002594,0,69.8735
Azerbaijan,AZE,1999,54.654705,0,66.98869
Azerbaijan,AZE,2000,52.82865,0,74.266304
Azerbaijan,AZE,2001,75.7764,0.03489,47.27034
Azerbaijan,AZE,2002,75.99123,0.02326,43.519466
Azerbaijan,AZE,2003,77.9247,0.03489,50.599693
Azerbaijan,AZE,2004,91.375175,0.010694444,54.573105
Azerbaijan,AZE,2005,94.38427,0.03744861,63.79851
Azerbaijan,AZE,2006,99.77681,0.03744861,57.11258
Azerbaijan,AZE,2007,87.84967,0.05733333,53.85486
Azerbaijan,AZE,2008,100.50773,0.043,43.055695
Azerbaijan,AZE,2009,85.81977,0.043,40.150047
Azerbaijan,AZE,2010,81.58022,0.0645,39.636456
Azerbaijan,AZE,2011,89.345276,0.05733333,48.581573
Azerbaijan,AZE,2012,93.76557,0.043,50.810207
Azerbaijan,AZE,2013,94.18168,0.035833333,55.304142
Azerbaijan,AZE,2014,98.544464,0.0215,54.29416
Azerbaijan,AZE,2015,111.46552,0.035833333,55.101902
Azerbaijan,AZE,2016,109.30647,0.014333333,54.734978
Azerbaijan,AZE,2017,106.16605,0.014333333,55.222107
Azerbaijan,AZE,2018,108.15813,0.0071666664,57.87642
Azerbaijan,AZE,2019,117.89236,0.009316667,57.92222
Azerbaijan,AZE,2020,123.66788,0.009333333,50.202335
Azerbaijan,AZE,2021,127.20475,0.009316667,51.998318
Bangladesh,BGD,1971,3.667125,1.0869898,8.135292
Bangladesh,BGD,1972,3.667125,1.0869864,9.919018
Bangladesh,BGD,1973,5.880875,1.41251,11.208105
Bangladesh,BGD,1974,7.112875,1.255563,11.659564
Bangladesh,BGD,1975,4.956875,1.4531916,13.631795
Bangladesh,BGD,1976,7.247625,1.4357584,14.748876
Bangladesh,BGD,1977,8.1235,1.4997,14.522806
Bangladesh,BGD,1978,8.614375,1.4531916,15.460121
Bangladesh,BGD,1979,9.865625,1.0811831,17.112337
Bangladesh,BGD,1980,12.291125,1.4443297,19.291002
Bangladesh,BGD,1981,13.613856,1.4847789,19.89294
Bangladesh,BGD,1982,17.674847,1.7986726,19.621323
Bangladesh,BGD,1983,19.667185,1.0179856,17.547495
Bangladesh,BGD,1984,22.700663,0.40738723,17.682053
Bangladesh,BGD,1985,25.780474,0.56964916,19.738766
Bangladesh,BGD,1986,29.070148,0.86029446,21.275488
Bangladesh,BGD,1987,34.155926,1.3543717,20.945486
Bangladesh,BGD,1988,40.201077,1.395065,20.984262
Bangladesh,BGD,1989,42.498672,1.4531916,22.941954
Bangladesh,BGD,1990,45.742012,3.272589,22.227823
Bangladesh,BGD,1991,47.107487,1.0463045,20.62286
Bangladesh,BGD,1992,51.370163,0.9823628,23.004263
Bangladesh,BGD,1993,57.502533,0.36620554,25.769169
Bangladesh,BGD,1994,60.985718,0.34295693,26.85683
Bangladesh,BGD,1995,67.42334,3.7317994,34.853485
Bangladesh,BGD,1996,72.36466,2.0461009,35.606483
Bangladesh,BGD,1997,71.132744,3.7550595,40.876938
